METADATA_JUNK_ROW
id,name,category,price,stock,description
ID_422,Item 422,Electronics,54.02,48,Description for item 422 with some random text.
ID_423,Item 423,Home,90.87,11,Description for item 423 with some random text.
ID_424,Item 424,Electronics,30.66,17,Description for item 424 with some random text.
ID_425,Item 425,Garden,379.16,69,Description for item 425 with some random text.
ID_426,Item 426,Garden,464.94,72,Description for item 426 with some random text.
ID_427,Item 427,Home,110.9,81,Description for item 427 with some random text.
ID_428,Item 428,Toys,24.13,19,Description for item 428 with some random text.
ID_429,Item 429,Toys,283.35,39,Description for item 429 with some random text.
ID_430,Item 430,Home,222.06,47,Description for item 430 with some random text.
ID_431,Item 431,Garden,87.85,78,Description for item 431 with some random text.
ID_432,Item 432,Electronics,142.36,78,Description for item 432 with some random text.
ID_433,Item 433,Toys,438.92,72,Description for item 433 with some random text.
ID_434,Item 434,Home,202.31,83,Description for item 434 with some random text.
ID_435,Item 435,Garden,183.6,22,Description for item 435 with some random text.
ID_436,Item 436,Toys,92.34,65,Description for item 436 with some random text.
ID_437,Item 437,Home,289.3,68,Description for item 437 with some random text.
ID_438,Item 438,Home,194.74,32,Description for item 438 with some random text.
ID_439,Item 439,Garden,343.27,19,Description for item 439 with some random text.
ID_440,Item 440,Toys,480.25,70,Description for item 440 with some random text.
ID_441,Item 441,Home,337.15,28,Description for item 441 with some random text.
ID_442,Item 442,Toys,154.36,30,Description for item 442 with some random text.
ID_443,Item 443,Garden,345.03,89,Description for item 443 with some random text.
ID_444,Item 444,Home,314.88,10,Description for item 444 with some random text.
ID_445,Item 445,Toys,184.18,64,Description for item 445 with some random text.
ID_446,Item 446,Garden,377.67,62,Description for item 446 with some random text.
ID_447,Item 447,Toys,51.99,24,Description for item 447 with some random text.
ID_448,Item 448,Garden,32.16,65,Description for item 448 with some random text.
ID_449,Item 449,Home,208.91,15,Description for item 449 with some random text.
ID_450,Item 450,Garden,130.67,73,Description for item 450 with some random text.
ID_451,Item 451,Toys,409.81,31,Description for item 451 with some random text.
ID_452,Item 452,Garden,42.31,27,Description for item 452 with some random text.
ID_453,Item 453,Garden,292.99,93,Description for item 453 with some random text.
ID_454,Item 454,Toys,320.88,9,Description for item 454 with some random text.
ID_455,Item 455,Electronics,197.34,14,Description for item 455 with some random text.
ID_456,Item 456,Toys,344.79,54,Description for item 456 with some random text.
ID_457,Item 457,Toys,470.02,96,Description for item 457 with some random text.
ID_458,Item 458,Toys,445.54,76,Description for item 458 with some random text.
ID_459,Item 459,Electronics,366.23,71,Description for item 459 with some random text.
ID_460,Item 460,Electronics,27.95,99,Description for item 460 with some random text.
ID_461,Item 461,Electronics,442.89,0,Description for item 461 with some random text.
ID_462,Item 462,Home,132.27,25,Description for item 462 with some random text.
ID_463,Item 463,Garden,267.6,96,Description for item 463 with some random text.
ID_464,Item 464,Toys,286.12,44,Description for item 464 with some random text.
ID_465,Item 465,Electronics,322.13,26,Description for item 465 with some random text.
ID_466,Item 466,Garden,274.44,74,Description for item 466 with some random text.
ID_467,Item 467,Garden,194.12,31,Description for item 467 with some random text.
ID_468,Item 468,Garden,317.87,40,Description for item 468 with some random text.
ID_469,Item 469,Home,284.85,6,Description for item 469 with some random text.
ID_470,Item 470,Electronics,473.92,21,Description for item 470 with some random text.
ID_471,Item 471,Electronics,57.09,77,Description for item 471 with some random text.
ID_472,Item 472,Toys,187.15,12,Description for item 472 with some random text.
ID_473,Item 473,Garden,412.13,54,Description for item 473 with some random text.
ID_474,Item 474,Toys,329.02,61,Description for item 474 with some random text.
ID_475,Item 475,Home,316.27,86,Description for item 475 with some random text.
ID_476,Item 476,Electronics,269.85,86,Description for item 476 with some random text.
ID_477,Item 477,Toys,111.68,4,Description for item 477 with some random text.
ID_478,Item 478,Garden,383.84,46,Description for item 478 with some random text.
ID_479,Item 479,Electronics,380.05,39,Description for item 479 with some random text.
ID_480,Item 480,Garden,330.23,16,Description for item 480 with some random text.
ID_481,Item 481,Toys,260.16,25,Description for item 481 with some random text.
ID_482,Item 482,Garden,414.48,0,Description for item 482 with some random text.
ID_483,Item 483,Electronics,414.47,83,Description for item 483 with some random text.
ID_484,Item 484,Electronics,495.41,70,Description for item 484 with some random text.
ID_485,Item 485,Electronics,82.72,82,Description for item 485 with some random text.
ID_486,Item 486,Toys,380.02,50,Description for item 486 with some random text.
ID_487,Item 487,Electronics,253.89,67,Description for item 487 with some random text.
ID_488,Item 488,Garden,188.21,69,Description for item 488 with some random text.
ID_489,Item 489,Electronics,123.65,50,Description for item 489 with some random text.
ID_490,Item 490,Home,13.88,20,Description for item 490 with some random text.
ID_491,Item 491,Toys,181.64,95,Description for item 491 with some random text.
ID_492,Item 492,Garden,76.3,54,Description for item 492 with some random text.
ID_493,Item 493,Garden,211.26,84,Description for item 493 with some random text.
ID_494,Item 494,Home,483.01,51,Description for item 494 with some random text.
ID_495,Item 495,Electronics,166.68,78,Description for item 495 with some random text.
ID_496,Item 496,Garden,188.1,38,Description for item 496 with some random text.
ID_497,Item 497,Electronics,176.75,10,Description for item 497 with some random text.
ID_498,Item 498,Electronics,118.04,89,Description for item 498 with some random text.
ID_499,Item 499,Electronics,226.67,46,Description for item 499 with some random text.
ID_500,Item 500,Toys,237.8,84,Description for item 500 with some random text.
